Programa de financiaciÛn;Entidad CP;DenominaciÛn;DescripciÛn;Validez de;Validez a;Fecha de expiraciÛn
QINV0193;PUCE;DESARROLLO DE UN MET;DESARROLLO DE UN METODO DE EXTRACCION PARA LA IDEN;01/01/2019;31/12/2020;31/12/2020
QINV0194;PUCE;AN¡LISIS DE BIODIVER;AN¡LISIS DE BIODIVERSIDAD DE ANFIBIOS Y REPTILES A;01/01/2019;31/12/2020;31/12/2020
QINV0195;PUCE;CAMBIOS EN UN BOSQUE;CAMBIOS EN UN BOSQUE ALTOANDINO 33 A—OS DESPUES;01/01/2019;31/12/2020;31/12/2020
QINV0196;PUCE;MECANISMOS DE DIVERS;MECANISMOS DE DIVERSIFICACION Y ADAPTACION DE LAS;01/01/2019;31/12/2020;31/12/2020
QINV0197;PUCE;ANALISIS DE MERCURIO;ANALISIS DE MERCURIO TOTAL EN PECES DEL SISTEMA HI;01/01/2019;31/12/2020;31/12/2020
QINV0198;PUCE;METODOLOGIA DE ANALI;METODOLOGIA DE ANALISIS MULTIMODAL DE FENOMENOS PO;01/01/2019;31/12/2020;31/12/2020
QINV0199;PUCE;LA CONFIGURACION DE;LA CONFIGURACION DE LA IDENTIDAD JURIDICA EN ECUAD;01/01/2019;31/12/2020;31/12/2020
QINV0200;PUCE;EL CANTO CORAL EN CL;EL CANTO CORAL EN CLAVE DE G…NERO COMO UNA HERRAMI;01/01/2019;31/12/2020;31/12/2020
QINV0201;PUCE;CONTROL DE EMISIONES;CONTROL DE EMISIONES DE PARTÕCULAS DE FUENTES M”VI;01/01/2019;31/12/2020;31/12/2020
QINV0202;PUCE;DETERMINACI”N DE LA;DETERMINACI”N DE LA RESISTENCIA ANTIMICROBIANA EN;01/01/2019;31/12/2019;31/12/2019
QINV0203;PUCE;ESTRATEGIAS DE SUSTE;ESTRATEGIAS DE SUSTENTACI”N DEL CONTROL A LARGO PL;01/01/2019;31/12/2020;31/12/2020
QINV0204;PUCE;IMPACTO DE LA ADOPCI;IMPACTO DE LA ADOPCI”N DEL PROTOCOLO DE NAGOYA EN;01/01/2019;31/12/2020;31/12/2020
QINV0205;PUCE;ESTILOS DE APEGO Y M;ESTILOS DE APEGO Y MACHISMO/SEXISMO EN HOMBRES Y M;01/01/2019;31/12/2019;31/12/2019
QINV0206;PUCE;EFECTOS DE LA VARIAC;EFECTOS DE LA VARIACI”N EN PAR¡METROS AMBIENTALES;01/01/2019;31/12/2020;31/12/2020
QINV0207;PUCE;EXPRESI”N DIFERENCIA;EXPRESI”N DIFERENCIAL DE UN HONGO END”FITO DEGRADA;01/01/2019;31/12/2020;31/12/2020
QINV0208;PUCE;MAPAS CONVERSACIONAL;MAPAS CONVERSACIONALES COMO ESTRATEGIA DE EDUCACI”;01/01/2019;31/12/2020;31/12/2020
QINV0209;PUCE;ACTIVIDAD ANTIMICROB;ACTIVIDAD ANTIMICROBIANA DE P…PTIDOS SINT…TICOS OB;01/01/2019;31/12/2020;31/12/2020
QINV0210;PUCE;INFLUENCIA DEL APOYO;INFLUENCIA DEL APOYO SOCIAL, H¡BITOS DE ESTUDIO Y;01/01/2019;31/12/2020;31/12/2020
QINV0211;PUCE;AN¡LISIS DE LA CALID;AN¡LISIS DE LA CALIDAD MICROBIOL”GICA DE ESPECIAS;01/01/2019;31/12/2020;31/12/2020
QINV0212;PUCE;ELEMENTOS ESTRUCTURA;ELEMENTOS ESTRUCTURALES EN LA ARQUITECTURA JESUITA;01/01/2019;31/12/2019;31/12/2019
QINV0213;PUCE;LINAJES PAND…MICOS D;LINAJES PAND…MICOS DE PAT”GENOS EXTRAINTESTINALES;01/01/2019;31/12/2020;31/12/2020
QINV0214;PUCE;15.000 A—OS DE HISTO;15.000 A—OS DE HISTORIA DE LA VEGETACI”N ALTOANDIN;01/01/2019;31/12/2020;31/12/2020
QINV0215;PUCE;EFECTO DE LA TEMPERA;EFECTO DE LA TEMPERATURA Y LA HUMEDAD RELATIVA EN;01/01/2019;31/12/2020;31/12/2020
QINV0216;PUCE;CARACTERIZACI”N DE L;CARACTERIZACI”N DE LA DIVERSIDAD GEN…TICA Y FENOLO;01/01/2019;31/12/2020;31/12/2020
QINV0217;PUCE;DIAGN”STICO DE PROBL;DIAGN”STICO DE PROBLEMAS FITOSANITARIOS Y AGENTES;01/01/2019;31/12/2020;31/12/2020
QINV0218;PUCE;CAMPANA DE EDUCACION;CAMPANA DE EDUCACION AMBIENTAL HAVIA LA COMUNIDAD;01/01/2019;31/12/2019;31/12/2019
QINV0219;PUCE;PERFIL DEL ENVEJECIM;PERFIL DEL ENVEJECIMIENTO SALUDABLE EN EL ECUADOR;01/01/2019;31/12/2020;31/12/2020
QINV0220;PUCE;LA SEVERIDAD Y FLEXI;LA SEVERIDAD Y FLEXIBILIDAD CULTURAL (CLT) EN LAS;01/01/2019;31/12/2019;31/12/2019
QINV0221;PUCE;ELABORACION DE BIOPO;ELABORACION DE BIOPOLIMEROS ACTIVOS PARA CONSERVAC;01/01/2019;31/12/2019;31/12/2019
QINV0222;PUCE;IDENTIFICACION TAXON;IDENTIFICACION TAXONOMICA DE MICROALGAS Y CIANOBAC;01/01/2019;31/12/2020;31/12/2020
QINV0223;PUCE;COMCIENCIA: PROGRAMA;COMCIENCIA: PROGRAMA DE COMUNICACION DE LA CIENCIA;01/01/2019;31/12/2020;31/12/2020
QINV0224;PUCE;CONOCIMIENTOS, ACTIT;CONOCIMIENTOS, ACTITUDES Y CREENCIAS DE LOS ESTUDI;01/01/2019;31/12/2020;31/12/2020
QINV0225;PUCE;INFLUENCIA DE LAS PO;INFLUENCIA DE LAS POLITICAS PUBLICAS, QUE ATIENDEN;01/01/2019;31/12/2020;31/12/2020
QINV0226;PUCE;PAISAJE GEONOTANICO,;PAISAJE GEONOTANICO, PALEOCLIMATICO, INGESTA RITUA;01/01/2019;31/12/2020;31/12/2020
QINV0227;PUCE;SITUACION CULTURAL,;SITUACION CULTURAL, LABORAL Y SOCIAL DE LA ENFERME;01/01/2019;31/12/2020;31/12/2020
QINV0228;PUCE;PROPUESTA METODOLOGI;PROPUESTA METODOLOGICA DE FORMACION EN LINEA PARA;01/01/2019;31/12/2019;31/12/2019
QINV0229;PUCE;DESARROLLO DEL INDIC;DESARROLLO DEL INDICADOR DE TRANSFORMACION DEL TER;01/01/2019;31/12/2020;31/12/2020
QINV0230;PUCE;SISTEMATIZACION DE L;SISTEMATIZACION DE LA RELACION INSTITUCIONAL PUCE;01/01/2019;31/12/2020;31/12/2020
QINV0231;PUCE;LA VIOLENCIA DURANTE;LA VIOLENCIA DURANTE EL NOVIAZGO: UN ESTUDIO MIXTO;01/01/2019;31/12/2020;31/12/2020
QINV0232;PUCE;VALIDACION DEL PROGR;"VALIDACION DEL PROGRAMA DE FORMACION PARA PADRES """;01/01/2019;31/12/2020;31/12/2020
QINV0233;PUCE;SELECCI”N Y VALIDACI;SELECCI”N Y VALIDACION DE UNA HERRAMIENTA DE PREDI;01/01/2019;31/12/2020;31/12/2020
QINV0234;PUCE;ANALISIS LINGUISTICO;ANALISIS LINGUISTICO DE LA PRODUCCION ESCRITA POR;03/06/2019;31/12/2019;31/12/2019
QINV0235;PUCE;IMPACTO DEL EJERCICI;IMPACTO DEL EJERCICIO AEROBICO Y DE RESISTENCIA EN;03/06/2019;31/12/2019;31/12/2019
QINV0236;PUCE;MEJORAMIENTO DE LA E;MEJORAMIENTO DE LA ESTRUCTURA DE SUELOS ARCILLOSOS;01/01/2019;31/12/2020;31/12/2020
QINV0237;PUCE;EL MATERIAL DID¡CTIC;EL MATERIAL DID¡CTICO COMO VÕNCULO DE LA CULTURA,;14/06/2019;31/12/2019;31/12/2019
QINV0238;PUCE;DETERMINACI”N DE PEN;DETERMINACI”N DE PENICILINAS G EN MUESTRAS DE LECH;14/06/2019;31/12/2020;31/12/2020
QINV0239;PUCE;CARACTERIZACI”N MORF;CARACTERIZACI”N MORFOL”GICA, MORFOM…TRICA Y ECOL”G;14/06/2019;31/12/2020;31/12/2020
QINV0240;PUCE;EVALUACI”N DE LA RES;EVALUACI”N DE LA RESISTENCIA A LA DELTAMETRINA EN;14/06/2019;31/12/2019;31/12/2019
QINV0241;PUCE;TOCADOS E IDENTIDAD:;TOCADOS E IDENTIDAD: AN¡LISIS ICONOGR¡FICO DE TOCA;14/06/2019;31/12/2020;31/12/2020
QINV0242;PUCE;ENTRE EL JUNCAL Y LA;ENTRE EL JUNCAL Y LA CIUDAD: LA IDENTIDAD DE LOS A;14/06/2019;31/12/2019;31/12/2019
QINV0243;PUCE;IDENTIDAD Y LENGUA D;IDENTIDAD Y LENGUA DE SE—AS ECUATORIANA: UNA ETNOG;14/06/2019;31/12/2019;31/12/2019
QINV0244;PUCE;HACIA EL ESTUDIO DEL;HACIA EL ESTUDIO DEL CAMPO DE LAS …LITES ECON”MICA;14/06/2019;31/12/2020;31/12/2020
QINV0245;PUCE;RELACIONES BILATERAL;RELACIONES BILATERALES INTERESTATALES ECUADOR VENE;14/06/2019;31/12/2020;31/12/2020
QINV0246;PUCE;PATRONES TERRITORIAL;PATRONES TERRITORIALES DEL SERVICIO DE ALOJAMIENTO;14/06/2019;31/12/2020;31/12/2020
QINV0247;PUCE;EL CONTEXTO TERRITOR;EL CONTEXTO TERRITORIAL RELACIONADO CON LA ESPECIA;14/06/2019;31/12/2019;31/12/2019
QINV0248;PUCE;UNA PROPUESTA ALTERN;UNA PROPUESTA ALTERNATIVA DE MEDICI”N DE BIENESTAR;14/06/2019;31/12/2019;31/12/2019
QINV0249;PUCE;ESTUDIO DE LOS COMPO;ESTUDIO DE LOS COMPONENTES POLÕTICOS Y ECON”MICOS;14/06/2019;31/12/2020;31/12/2020
QINV0250;PUCE;AN¡LISIS NUTRICIONAL;AN¡LISIS NUTRICIONAL Y SENSORIAL DE UNA BEBIDA VEG;14/06/2019;31/12/2020;31/12/2020
QINV0251;PUCE;CIRCUNFERENCIA ABDOM;CIRCUNFERENCIA ABDOMINAL COMO PREDICTOR DE VALORES;14/06/2019;31/12/2019;31/12/2019
QINV0252;PUCE;LA VEROSIMILITUD EN;LA VEROSIMILITUD EN LOS CUENTOS DE PROFUNDO EN LA;14/06/2019;31/12/2019;31/12/2019
QINV0253;PUCE;ENMASCARANDO LOS ROL;ENMASCARANDO LOS ROLES G…NERO: EL ARTE REFLEXIONAN;14/06/2019;31/07/2020;31/07/2020
QINV0254;PUCE;AMBIG‹E Y VULNERABLE;AMBIG‹E Y VULNERABLE: REFLEXIONES SOBRE G…NERO Y E;14/06/2019;31/12/2020;31/12/2020
QINV0255;PUCE;ENTRE LO NATURLA Y L;ENTRE LO NATURLA Y LO CONSTRUIDO: EQUIPAMIENTO P⁄B;14/06/2019;31/12/2020;31/12/2020
QINV0256;PUCE;INFLUENCIA DE LA DIS;INFLUENCIA DE LA DISPOSICI”N DE GEOMALLAS EN LA RE;14/06/2019;31/12/2019;31/12/2019
QINV0257;PUCE;ELABORACI”N DE UN MA;ELABORACI”N DE UN MAMPUESTO ECOL”GICO COMO MATERIA;14/06/2019;31/12/2019;31/12/2019
QINV0258;PUCE;INFLUENCIA DE LA INC;INFLUENCIA DE LA INCLUSI”N DE FIBRA DE ABAC¡ EN LA;14/06/2019;31/12/2019;31/12/2019
QINV0259;PUCE;DETERMINACI”N D ELA;DETERMINACI”N D ELA MATRIZ DE SUCCI”N DE UNA ARCIL;14/06/2019;31/12/2019;31/12/2019
QINV0260;PUCE;PREVALENCIA DEL FENO;PREVALENCIA DEL FENOTIPO RH D D…BIL E POBLACI”N AF;14/06/2019;31/12/2019;31/12/2019
QINV0261;PUCE;FRECUENCIA DEL IHNIB;FRECUENCIA DEL IHNIBIDOR DEL FACTOR VIII MEDIANTE;14/06/2019;31/12/2020;31/12/2020
QINV0262;PUCE;VARIACIONES ELECTROE;VARIACIONES ELECTROENCEFALOGR¡FICAS COMO PREDICTOR;14/06/2019;31/12/2019;31/12/2019
QINV0263;PUCE;EL LUGAR DE LA VIOLE;EL LUGAR DE LA VIOLENCIA SEXUAL EN EL VÕNCULO ENTR;14/06/2019;31/12/2020;31/12/2020
QINV0264;PUCE;ESTUDIO REALIZADO DE;ESTUDIO REALIZADO DESDE LA PSICOLOGÕA COMUNITARIA;14/06/2019;31/12/2020;31/12/2020
QINV0265;PUCE;HOGARES SALUDABLES P;HOGARES SALUDABLES PARA VIVIR SALUDABLE;27/06/2019;31/12/2019;31/12/2019
QINV0266;PUCE;JUBILOUS3D;JUBILOUS3D;08/08/2019;31/12/2019;31/12/2019
QINV0267;PUCE;MODELO DE PREDICCION;MODELO DE PREDICCION PARA LA DESERCION UNIVERSITAR;08/08/2019;31/12/2020;31/12/2020
QINV0268;PUCE;CONTROL DE LA ENFERM;CONTROL DE LA ENFERMEDAD DE CHAGAS MEDIANTE LA APL;13/08/2019;31/12/2019;31/12/2019
QINV0269;PUCE;BIODOSEL: DESCUBRIEN;BIODOSEL: DESCUBRIENDO LA CORTINA VERDE DEL YASUNI;09/09/2019;31/12/2019;31/12/2019
QINV0270;PUCE;CONSOLIDACION DEL CE;CONSOLIDACION DEL CENTRO DE RECURSOS MICROBIANOS D;02/10/2019;31/12/2020;31/12/2020
QINV0271;PUCE;ECOSISTEMAS CONTAMIN;ECOSISTEMAS CONTAMINADOS POR PETROLEO COMO MODELO;02/10/2019;31/12/2020;31/12/2020
QINV0272;PUCE;FOMENTO DE LA PRODUC;FOMENTO DE LA PRODUCCION CIENTIFICA FCAC;05/11/2019;31/12/2020;31/12/2020
QINV0273;PUCE;REAL BIODOSEL: DESCU;REAL BIODOSEL: DESCUBRIENDO LA CORTINA VERDE DEL Y;05/11/2019;23/07/2020;23/07/2020
QINV0274;PUCE;INTERVENCION INMEDIA;INTERVENCION INMEDIATA PARA RESCATAR POSIBLES REST;13/11/2019;31/12/2019;31/12/2019
QINV0275;PUCE;INCREMENTAR LA CONFI;INCREMENTAR LA CONFIANZA EN EL SISTEMA JUDICIAL: C;21/01/2020;31/12/2020;31/12/2020
QINV0276;PUCE;BOLETIN DEMOCRACIA,;BOLETIN DEMOCRACIA, SEGURIDAD Y DEFENSA 2020;20/02/2020;31/12/2020;31/12/2020
QINV0277;PUCE;DESCENTRALIZACION Y;DESCENTRALIZACION Y PODER LOCAL: EL CASO;27/04/2020;31/12/2020;31/12/2020
QINV0278;PUCE;INFLUENCIA DE LOS CE;INFLUENCIA DE LOS CENTROS DE DESARROLLO;27/04/2020;31/12/2020;31/12/2020
QINV0279;PUCE;MUJERES A TRAVES DEL;MUJERES A TRAVES DEL RITUAL: LA TRANSICI;27/04/2020;31/12/2020;31/12/2020
QINV0280;PUCE;EVALUACION DE PROCES;EVALUACION DE PROCESOS EN PROYECTOS DE C;27/04/2020;31/12/2020;31/12/2020
QINV0281;PUCE;SEXUALIDAD, CUERPO Y;SEXUALIDAD, CUERPO Y EDUCACION. CURRICUL;27/04/2020;31/12/2020;31/12/2020
QINV0282;PUCE;LA CONFIGURACION DEL;LA CONFIGURACION DEL CAMPO DISCIPLINAR D;27/04/2020;31/12/2020;31/12/2020
QINV0283;PUCE;REINTERPRETACIONES C;REINTERPRETACIONES CONTEMPORANEAS DEL RE;27/04/2020;31/12/2020;31/12/2020
QINV0284;PUCE;RELACION DE LA NATUR;RELACION DE LA NATURALEZA Y LA SOCIEDAD;27/04/2020;31/12/2020;31/12/2020
QINV0285;PUCE;LA INTERACCION DEL S;LA INTERACCION DEL SUBSISTEMA PARENTAL E;27/04/2020;31/12/2020;31/12/2020
QINV0286;PUCE;REINVIDACION DEL VAL;REINVIDACION DEL VALOR ESPIRITUAL DE LA;27/04/2020;31/12/2020;31/12/2020
QINV0287;PUCE;ANALISIS GENERAL DEL;ANALISIS GENERAL DEL ACCESO AL SISTEMA D;27/04/2020;31/12/2020;31/12/2020
QINV0288;PUCE;CORRESPONDENCIA ENTR;CORRESPONDENCIA ENTRE EL SENTIDO DE COHE;27/04/2020;31/12/2020;31/12/2020
QINV0289;PUCE;MANEJO EXPECTANTE VS;MANEJO EXPECTANTE VS MANEJO ACTIVO DE LA;27/04/2020;31/12/2020;31/12/2020
QINV0290;PUCE;DETERMINACION DEL CD;DETERMINACION DEL CD (II) EN PARTICULAS;27/04/2020;31/12/2020;31/12/2020
QINV0291;PUCE;EVALUACION DE LAS FU;EVALUACION DE LAS FUNCIONES EJECUTIVAS E;27/04/2020;31/12/2020;31/12/2020
QINV0292;PUCE;INTERVENCION MUSICOT;INTERVENCION MUSICOTERAPEUTICA PARA LA M;27/04/2020;31/12/2020;31/12/2020
QINV0293;PUCE;DISENO DE RECURSOS D;DISENO DE RECURSOS DIDACTICOS PARA EL DE;27/04/2020;31/12/2020;31/12/2020
QINV0294;PUCE;LO REFERENCIAL Y LO;LO REFERENCIAL Y LO METALITERARIO EN DIA;27/04/2020;31/12/2020;31/12/2020
QINV0295;PUCE;PLANKTOTROPHIC STRAT;PLANKTOTROPHIC STRATEGY AND EARLY DEVELO;27/04/2020;31/12/2020;31/12/2020
QINV0296;PUCE;PERCEPCIONES DEL RES;PERCEPCIONES DEL RESIDENTE HACIA EL TURI;27/04/2020;31/12/2020;31/12/2020
QINV0297;PUCE;DESCRIPCION Y ANALIS;DESCRIPCION Y ANALISIS DE SIGNOS Y SINTO;27/04/2020;31/12/2020;31/12/2020
QINV0298;PUCE;NUEVOS IMAGINARIOS Y;NUEVOS IMAGINARIOS Y PERFILES DE LOS VIS;27/04/2020;31/12/2020;31/12/2020
QINV0299;PUCE;HIGH REMOVAL RATE OF;HIGH REMOVAL RATE OF CR VI IN POLLUTED W;27/04/2020;31/12/2020;31/12/2020
QINV0300;PUCE;SYSTEMATICS OF PHOLI;SYSTEMATICS OF PHOLIDOBOLUS FROM SOUTHER;27/04/2020;31/12/2020;31/12/2020
QINV0301;PUCE;EL TIEMPO FUERA DEL;EL TIEMPO FUERA DEL TIEMPO: INDAGACION A;27/04/2020;31/12/2020;31/12/2020
QINV0302;PUCE;LA ESTIMULACION MUSI;LA ESTIMULACION MUSICAL COMO METODO PARA;27/04/2020;31/12/2020;31/12/2020
QINV0303;PUCE;INFLUENCIA DE MATSUO;INFLUENCIA DE MATSUO BASHO EN LA POETICA;27/04/2020;31/12/2020;31/12/2020
QINV0304;PUCE;ANALISIS DE LAS PROP;ANALISIS DE LAS PROPIEDADES HIDROFOBICAS;27/04/2020;31/12/2020;31/12/2020
QINV0305;PUCE;WILD ECUADORIAN SACC;WILD ECUADORIAN SACCHAROMYCES CEREVISIAE;27/04/2020;31/12/2020;31/12/2020
QINV0306;PUCE;ARTEFACTOS DE CONCHA;ARTEFACTOS DE CONCHA MARINA COMO INDICAD;27/04/2020;31/12/2020;31/12/2020
QINV0307;PUCE;ANALISIS DE LAS ACCI;ANALISIS DE LAS ACCIONES EMPLEADAS POR E;27/04/2020;31/12/2020;31/12/2020
QINV0308;PUCE;DETERMINANTES EN LA;DETERMINANTES EN LA SATISFACCION CON LA;27/04/2020;31/12/2020;31/12/2020
QINV0309;PUCE;DESPLAZAMIENTO Y CAM;DESPLAZAMIENTO Y CAMBIO DE USO DE SUELO,;27/04/2020;31/12/2020;31/12/2020
QINV0310;PUCE;INSERCION DE LA ARQU;INSERCION DE LA ARQUITECTURA MODERNA DEN;27/04/2020;31/12/2020;31/12/2020
QINV0311;PUCE;IMPLEMENTACION Y EVA;IMPLEMENTACION Y EVALUACION DE MATERIAL;27/04/2020;31/12/2020;31/12/2020
QPOA0001;PUCE;PLAN OPERATIVO ASIGN;PLAN OPERATIVO ASIGNACION GLOBAL;01/01/1900;31/12/9999;31/12/9999
QPOA0002;PUCE;L1.OE1.E1.P2  IMPLEM;L1.OE1.E1.P2  IMPLEMENTAR LA OFERTA DE P;01/01/1900;31/12/2019;31/12/2019
QPOA0003;PUCE;L1.OE1.E1.P2  DISENO;L1.OE1.E1.P2  DISENO Y EJECUCION DEL PLA;01/01/1900;31/12/2019;31/12/2019
QPOA0004;PUCE;L1.OE1.E2.P3  IMPLEM;L1.OE1.E2.P3  IMPLEMENTACION DE LABORATO;01/01/1900;31/12/2019;31/12/2019
QPOA0005;PUCE;L1.OE1.E2.P4  DISENO;L1.OE1.E2.P4  DISENO DE NUEVA OFERTA ACA;01/01/1900;31/12/2019;31/12/2019
QPOA0006;PUCE;L1.OE1.E2.P4  APROBA;L1.OE1.E2.P4  APROBACION DE OFERTA DE PO;01/01/1900;31/12/2019;31/12/2019
QPOA0007;PUCE;L1.OE1.E2.P4  PROCES;L1.OE1.E2.P4  PROCESO DE ADMISION 2018;01/01/1900;31/12/2019;31/12/2019
QPOA0008;PUCE;L1.OE1.E3.P5  PLAN D;L1.OE1.E3.P5  PLAN DE BIENESTAR, INCLUSI;01/01/1900;31/12/2019;31/12/2019
QPOA0009;PUCE;L1.OE1.E3.P5  CENTRO;L1.OE1.E3.P5  CENTRO DE ESCRITURA ACADEM;01/01/1900;31/12/2019;31/12/2019
QPOA0010;PUCE;L1.OE1.E3.P5  ENCUEN;L1.OE1.E3.P5  ENCUENTROS ALTERNATIVOS DE;01/01/1900;31/12/2019;31/12/2019
QPOA0011;PUCE;L1.OE2.E6.P11  OBSER;L1.OE2.E6.P11  OBSERVATORIO DE LA JUVENT;01/01/1900;31/12/2019;31/12/2019
QPOA0012;PUCE;L1.OE2.E6.P11  PREPA;L1.OE2.E6.P11  PREPARACION A ESTUDIANTES;01/01/1900;31/12/2019;31/12/2019
QPOA0013;PUCE;L1.OE3.E7.P13  VUI Y;L1.OE3.E7.P13  VUI Y PRINCIPIOS INSTITUC;01/01/1900;31/12/2019;31/12/2019
QPOA0014;PUCE;L1.OE3.E7.P14  EDUCA;L1.OE3.E7.P14  EDUCACION DIGITAL PARA LA;01/01/1900;31/12/2019;31/12/2019
QPOA0015;PUCE;L1.OE3.E7.P14  CARDO;L1.OE3.E7.P14  CARDONER BLOQUE II;01/01/1900;31/12/2019;31/12/2019
QPOA0016;PUCE;L1.OE3.E7.P14  PLAN;L1.OE3.E7.P14  PLAN PARA PROMOCION DE CU;01/01/1900;31/12/2019;31/12/2019
QPOA0017;PUCE;L1.OE3.E7.P16  ESTAB;L1.OE3.E7.P16  ESTABLECIMIENTO DE METODO;01/01/1900;31/12/2019;31/12/2019
QPOA0018;PUCE;L1.OE3.E8.P18  AVANC;L1.OE3.E8.P18  AVANCE DE IMPLEMENTACION;01/01/1900;31/12/2019;31/12/2019
QPOA0019;PUCE;L1.OE3.E7.P16  PROGR;L1.OE3.E7.P16  PROGRAMA DE INCENTIVOS 1;01/01/1900;31/12/2019;31/12/2019
QPOA0020;PUCE;L3.OE7.E20.P46  IMPL;L3.OE7.E20.P46  IMPLEMENTACION DE LA MET;01/01/1900;31/12/2019;31/12/2019
QPOA0021;PUCE;L3.OE7.E20.P46  ELAB;L3.OE7.E20.P46  ELABORACION DE LA PLANIF;01/01/1900;31/12/2019;31/12/2019
QPOA0022;PUCE;L3.OE7.E20.P46  MEDI;L3.OE7.E20.P46  MEDICION DEL CONOCIMIENT;01/01/1900;31/12/2019;31/12/2019
QPOA0023;PUCE;L2.OE4.E9.P22  AUTOE;L2.OE4.E9.P22  AUTOEVALUACION NUTRICION;01/01/1900;31/12/2019;31/12/2019
QPOA0024;PUCE;L3.OE7.E20.P46  PLAN;L3.OE7.E20.P46  PLAN DE ACCION PARA RANK;01/01/1900;31/12/2019;31/12/2019
QPOA0025;PUCE;L2.OE4.E10.P24  LABO;L2.OE4.E10.P24  LABORATORIO TERAPIA FISI;01/01/1900;31/12/2019;31/12/2019
QPOA0026;PUCE;L2.OE4.E10.P24  LABO;L2.OE4.E10.P24  LABORATORIOS NUTRICION Y;01/01/1900;31/12/2019;31/12/2019
QPOA0027;PUCE;L2.OE4.E10.P24  ACRE;L2.OE4.E10.P24  ACREDITACION INTERNACION;01/01/1900;31/12/2019;31/12/2019
QPOA0028;PUCE;L2.OE4.E10.P24  PROC;L2.OE4.E10.P24  PROCESO CERTIFICACION IN;01/01/1900;31/12/2019;31/12/2019
QPOA0029;PUCE;L2.OE4.E10.P24  CERT;L2.OE4.E10.P24  CERTIFICACION INTERNACIO;01/01/1900;31/12/2019;31/12/2019
QPOA0030;PUCE;L2.OE5.E12.P26  ESCU;L2.OE5.E12.P26  ESCUELA DE FORMACION RSU;01/01/1900;31/12/2019;31/12/2019
QPOA0031;PUCE;L2.OE5.E12.P26  RED;L2.OE5.E12.P26  RED DE INVESTIGACION DE;01/01/1900;31/12/2019;31/12/2019
QPOA0032;PUCE;L2.OE5.E14.P29  BASE;L2.OE5.E14.P29  BASE DE DATOS DE SEGUIMI;01/01/1900;31/12/2019;31/12/2019
QPOA0033;PUCE;L2.OE6.E17.P34  REDI;L2.OE6.E17.P34  REDISENO Y OPTIMIZACION;01/01/1900;31/12/2019;31/12/2019
QPOA0034;PUCE;L2.OE6.E19.P40  ENCU;L2.OE6.E19.P40  ENCUENTRO ACADEMICO SOBR;01/01/1900;31/12/2019;31/12/2019
QPOA0035;PUCE;L3.OE7.E20.P45  MEJO;L3.OE7.E20.P45  MEJORAMIENTO DE PROCESOS;01/01/1900;31/12/2019;31/12/2019
QPOA0036;PUCE;L3.OE7.E20.P45  SIST;L3.OE7.E20.P45  SISTEMA DE GESTION DE SE;01/01/1900;31/12/2019;31/12/2019
QPOA0037;PUCE;L3.OE7.E20.P45  MEJO;L3.OE7.E20.P45  MEJORAMIENTO DE LA GESTI;01/01/1900;31/12/2019;31/12/2019
QPOA0038;PUCE;L3.OE7.E20.P46  EVAL;L3.OE7.E20.P46  EVALUACION Y CLASIFICACI;01/01/1900;31/12/2019;31/12/2019
QPOA0039;PUCE;L3.OE7.E20.P46  GEST;L3.OE7.E20.P46  GESTION PERMISOS DONACIO;01/01/1900;31/12/2019;31/12/2019
QPOA0040;PUCE;L3.OE7.E20.P46  PR03;L3.OE7.E20.P46  PR03 ALINEACION DEL SGC;01/01/1900;31/12/2019;31/12/2019
QPOA0041;PUCE;L3.OE7.E22.P49  OBTE;L3.OE7.E22.P49  OBTENER Y-O MANTENER ACT;01/01/1900;31/12/2019;31/12/2019
QPOA0042;PUCE;L3.OE7.E22.P49  EXTI;L3.OE7.E22.P49  EXTINTORES SENALETICA;01/01/1900;31/12/2019;31/12/2019
QPOA0043;PUCE;L3.OE7.E22.P49  MEDI;L3.OE7.E22.P49  MEDICIONES RIESGOS LABOR;01/01/1900;31/12/2019;31/12/2019
QPOA0044;PUCE;L3.OE7.E22.P49  GRAD;L3.OE7.E22.P49  GRADAS DE EMERGENCIA EDI;01/01/1900;31/12/2019;31/12/2019
QPOA0045;PUCE;L3.OE7.E22.P49  GRAD;L3.OE7.E22.P49  GRADAS DE EMERGENCIA TOR;01/01/1900;31/12/2019;31/12/2019
QPOA0046;PUCE;L3.OE7.E22.P49  REDI;L3.OE7.E22.P49  REDISENO HALL EDIFICIO A;01/01/1900;31/12/2019;31/12/2019
QPOA0047;PUCE;L3.OE7.E22.P49  OPTI;L3.OE7.E22.P49  OPTIMIZACION DE LA INFRA;01/01/1900;31/12/2019;31/12/2019
QPOA0048;PUCE;L4.OE8.E23.P51  IMPL;L4.OE8.E23.P51  IMPLEMENTACION SISTEMA C;01/01/1900;31/12/2019;31/12/2019
QPOA0049;PUCE;L4.OE8.E23.P51  PLAN;L4.OE8.E23.P51  PLAN DE CUENTAS SEDES;01/01/1900;31/12/2019;31/12/2019
QPOA0050;PUCE;L3.OE7.E22.P49  PEAT;L3.OE7.E22.P49  PEATONIZACION DENTRO DEL;01/01/1900;31/12/2019;31/12/2019
QPOA0051;PUCE;L4.OE8.E24.P53  IMPL;L4.OE8.E24.P53  IMPLEMENTACION MODELO CO;01/01/1900;31/12/2019;31/12/2019
